protocol,image_count,threshold,baseline_accuracy,baseline_precision,baseline_recall,baseline_f1_score,accepted_image_count,uncertain_image_count,coverage,uncertain_rate,mean_distance,median_distance,accepted_accuracy,accepted_precision,accepted_recall,accepted_f1_score,uncertain_error_rate
standard,10725,3.98655,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,3003,7722,0.28,0.72,5.500676155090332,4.927595138549805,0.9373959373959374,0.9292929292929293,0.8688352570828961,0.8980477223427332,0.1225071225071225
standard,10725,4.028436,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,3110,7615,0.28997668997668996,0.71002331002331,5.500676155090332,4.927595138549805,0.9369774919614148,0.9298429319371728,0.8731563421828908,0.9006085192697769,0.1231779382797111
standard,10725,4.069266,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,3218,7507,0.30004662004662,0.6999533799533799,5.500676155090332,4.927595138549805,0.9372280919825979,0.929342492639843,0.8792943361188487,0.9036259541984732,0.12415079259357932
standard,10725,4.106868,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,3325,7400,0.31002331002331,0.6899766899766899,5.500676155090332,4.927595138549805,0.9365413533834587,0.9292279411764706,0.8829694323144105,0.9055082848186297,0.12472972972972973
standard,10725,4.150543,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,3432,7293,0.32,0.68,5.500676155090332,4.927595138549805,0.9344405594405595,0.9292576419213974,0.8807947019867549,0.9043773905652359,0.1246400658165364
standard,10725,4.200556,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,3539,7186,0.32997668997669,0.6700233100233101,5.500676155090332,4.927595138549805,0.9335970613167561,0.9283333333333333,0.8820269200316706,0.9045879009338206,0.12510436960757026
standard,10725,4.255488,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,3647,7078,0.34004662004662006,0.65995337995338,5.500676155090332,4.927595138549805,0.9330956950918563,0.928,0.882800608828006,0.9048361934477379,0.12574173495337665
standard,10725,4.29604,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,3754,6971,0.35002331002331,0.64997668997669,5.500676155090332,4.927595138549805,0.9315396909962707,0.9292851652574943,0.8799126637554585,0.9039252336448598,0.12580691435948932
standard,10725,4.336036,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,3861,6864,0.36,0.64,5.500676155090332,4.927595138549805,0.9316239316239316,0.9302152932442465,0.8805340829234013,0.9046931407942238,0.12674825174825174
standard,10725,4.384604,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,3968,6757,0.36997668997669,0.63002331002331,5.500676155090332,4.927595138549805,0.9304435483870968,0.9313795568263045,0.8786244099797708,0.9042331714087439,0.12697942874056534
standard,10725,4.427882,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,4076,6649,0.38004662004662004,0.61995337995338,5.500676155090332,4.927595138549805,0.9295878312070658,0.9320987654320988,0.8784744667097608,0.9044925124792014,0.12738757707926004
standard,10725,4.468021,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,4183,6542,0.39002331002331003,0.60997668997669,5.500676155090332,4.927595138549805,0.9270858235715993,0.9317880794701987,0.8744561839651958,0.9022122475152292,0.1267196575970651
